,formula
26630,Ho2CoTe2(SO7)2
26631,Na3Ca3AlSb4
26632,Ba3TaFe3(SiO7)2
26633,Nd2CoTe2(SO7)2
26634,Lu5Pt3
26635,Er5Pb3
26636,Er2CuTe2(SO7)2
26637,La2Rh7
26638,NaB3H8
26639,Ho2ZnTe2(SO7)2
26640,Tm2CuTe2(SO7)2
26641,HgP2PdO7
26642,Na3Rh
26643,Yb2ZnTe2(SO7)2
26644,LiAlSi2O7
26645,SmAl5
26646,BaAl2O6
26647,CaSeO4
26648,Li2SnS3
26649,NaSm3GeS7
26650,SrCdAs2O7
26651,DyReB4
26652,CsNd2Ag3Te5
26653,Fe2O2F5
26654,K2V2CoO7
26655,Er2ZnTe2(SO7)2
26656,CaSeO4
26657,Ba2ZnTe3
26658,BaVSi2O7
26659,CaWO4
26660,CaSeO4
26661,Tb2CoTe2(SO7)2
26662,Na2Ga2GeS6
26663,Ba(ClO4)2
26664,Zr5InPb3
26665,Na3Ti6O13
26666,Dy2CuTe2(SO7)2
26667,Nd4FeS6O
26668,FePH12(CBr)4
26669,Sm2ZnTe2(SO7)2
26670,Zr5In3Ag
26671,MnVGaCo
26672,Na2Zn(GeS3)2
26673,LiSm2IrO6
26674,BaAgSbS3
26675,Sr3LiNbO6
26676,CaSeO4
26677,KHgI3
26678,PrSe2
26679,V2Zn3TePb3O14
26680,RbLi(C2N3)2
26681,Yb7In(NiGe3)4
26682,Ba3Zn3Te(PO7)2
26683,YV(SeO4)2
26684,Ba4USe6
26685,CsDy2Ag3Te5
26686,La(YbS2)3
26687,Na2Se2O7
26688,Dy2Mo2O7
26689,LaSbO4
26690,HgH10C2(SO4)2
26691,Na2In2GeSe6
26692,CoH5CN(ClO)2
26693,Li2IrO3
26694,Nd2CuTe2(SO7)2
26695,Bi4Pb7Se13
26696,YbH9C5(NO4)2
26697,Eu2CoTe2(SO7)2
26698,Sm2Co3Ge5
26699,Ho2CuTe2(SO7)2
26700,FeSeO3F
26701,ErReB4
26702,Sm2CuTe2(SO7)2
26703,NaNbSe2O7
26704,K3Zn2Cl7
26705,Sm2CoTe2(SO7)2
26706,Pr3AsS5Cl2
26707,BaHgAs2O7
26708,CsGd2Ag3Te5
26709,Mn(BH4)2
26710,Ba3UAgS6
26711,Gd2ZnTe2(SO7)2
26712,Gd2Al3Ge4
26713,CsHS2O7
26714,Ni2ClO3
26715,CoBi6(SO8)2
26716,K6ZnBi5
26717,Na4Ti6O13
26718,Gd2CoTe2(SO7)2
26719,Ba(Sn2Ru)3
26720,CsHo2Ag3Te5
26721,Tb2CuTe2(SO7)2
26722,Lu2CoTe2(SO7)2
26723,Na2Zn(GeSe3)2
26724,KLi(C2N3)2
26725,PbAu2
26726,Na2Ni3P2(HO5)2
26727,LuH9C5(NO4)2
26728,Ce(BIr)4
26729,NaYb3GeS7
26730,YP(H2O3)2
26731,Sr3LiTaO6
26732,Na2Zn(SnS3)2
26733,Al4CdO7
26734,LaTb2RuO7
26735,NaU(TeO4)2
26736,NiH5CN(ClO)2
26737,Zn3TeP2Pb3O14
26738,LiNd2IrO6
26739,Na2TeSe3
26740,RbDy2Ag3Te5
26741,RbSm2Ag3Te5
26742,Y2CoTe2(SO7)2
26743,Na2UTeO7
26744,FeH5CN(ClO)2
26745,Sm2Fe17H3
26746,Gd2CuTe2(SO7)2
26747,CsSm2Ag3Te5
26748,BaNp(HO2)3
26749,Ta3Al4O14
26750,Y5Al3C4
26751,HoGePd
26752,TlInHgS3
26753,PuPO4
26754,Dy2ZnTe2(SO7)2
26755,Ba2ZnSe3
26756,BPd5
26757,Ba3(Ge4Ir)4
26758,Ba5Cr5O14
26759,MgO
26760,Li2Al2Si4HO14
26761,PH6NO4
26762,TlCuPS3
26763,NaNd3GeS7
26764,TbSi3Ni8
26765,Rb2Se2O7
26766,Ba2MgGe2O7
26767,Na2U2O7
26768,GeO2
26769,Na2FeSO4F3
26770,BaReH9
26771,Li2Al2Si4HO14
26772,Hg4BiS2Cl5
26773,KTb(WO4)2
26774,HoH9C5(NO4)2
26775,Cu6Hg3(SbS3)4
26776,BiPO4
26777,GdH9C5(NO4)2
26778,TlSO3F
26779,BaSO4
26780,Ba3UFeS6
26781,Mg2ClO3
26782,YH9C5(NO4)2
26783,CaCd2Cu9
26784,HoPS
26785,TbPO4
26786,Cs2Cu2Sb2S5
26787,Ce2(ReB2)3
26788,Re4Si7
26789,Mg6NbH16
26790,NbS3
26791,NaBH4
26792,EuH9C5(NO4)2
26793,Ba2Cd(BO2)6
26794,Tm2Mn12P7
26795,Mn2ClO3
26796,CsMn(OF2)2
26797,Ba3UMnS6
26798,K2H2C2O5
26799,DyNiB4
26800,LiPr2IrO6
26801,La3SbO7
26802,HoB4Os
26803,Nb3Al2C
26804,Nd6Zn4Pd13
26805,CaAl2(OF3)2
26806,Ho2Fe17C3
26807,VO2
26808,Ho7(TeAu)2
26809,Nd2Fe17H3
26810,UMnB4
26811,Dy2Mn12P7
26812,RbSO4
26813,Ca(BH4)2
26814,Nd3(GaNi3)2
26815,BaCrO4
26816,Ba2ZnS3
26817,LiLuSn
26818,Li2Ti6O13
26819,Hf2Rh
26820,NaV6O15
26821,KCuAg2(CN)4
26822,Na3N
26823,Yb2CoTe2(SO7)2
26824,Na2OsO4
26825,DyGePd
26826,CsK2Fe3P4ClO14
26827,Er2Fe12P7
26828,Y12Re5C6
26829,K2CuTeO7
26830,Ge3F8
26831,Y3MnAlS7
26832,MgO
26833,Ni2Sb2O7
26834,Eu2CuTe2(SO7)2
26835,Hf2Pd
26836,SmEuCuS3
26837,Eu2(AlAu2)3
26838,Tb3MnB7
26839,V3Ga2N
26840,Eu2MnSi2O7
26841,LuCrB4
26842,Tb2Ni12P7
26843,Cu3(P2O7)2
26844,K4Ti4I12O
26845,Gd3B7W
26846,CsYb2Cu3Se5
26847,Hf3(CrGa3)2
26848,Dy4Ni13C4
26849,BaSiC
26850,AlH6ClO4
26851,PrSi2Ni9
26852,Mg(BH4)2
26853,ZrFe2
26854,CsPr3CI6
26855,CaPO4
26856,HgPO4
26857,CsLi2Cl3
26858,TmH2ClO2
26859,GdSi3Ni8
26860,Dy2Fe17N3
26861,LaS2
26862,Y2Co7B3
26863,K2RuNO2F5
26864,ScFe2
26865,KBaSbSe3
26866,CO2
26867,Nd3BeCrS7
26868,Ce2Fe17H3
26869,TbCrB4
26870,Er2Co7B3
26871,Tm2Fe12P7
26872,Al3Fe2Si
26873,Sc5(In2Co)2
26874,Sr2(ZnAu2)3
26875,Ba3UMnSe6
26876,La3FeCoS7
26877,Fe3(AsO8)2
26878,Er3FeB7
26879,MgPH13O9
26880,Bi8Mo3
26881,Ce2AlRu
26882,Nd3AlFeS7
26883,Nd3AlNi8
26884,Er5(In2Pd)2
26885,Cs4In2S5
26886,BaGeO4
26887,Nd3AlCoS7
26888,LaSi2Ni9
26889,Cs4PbCl6
26890,ZrOF4
26891,Ca8Al3
26892,Dy2Fe17C3
26893,TmNiB4
26894,Y3AlNiS7
26895,Cu2IO8
26896,Ba3GdInS6
26897,ErIn2Ni9
26898,Er3AlNi8
26899,HoIn2Ni9
26900,ErH3
26901,Cs2H2C2O5
26902,TiO2
26903,Cd(BH4)2
26904,YB4W
26905,Lu8In3Co
26906,Tb3GaFeS7
26907,Ta3Al2C
26908,NaGaCl4
26909,Nd3(SiNi3)2
26910,PrF3
26911,LiSmSn
26912,NdIn2Ni9
26913,Ce2Fe2S5
26914,Y2Si3Rh
26915,Ta6Ga5
26916,Co(NO4)2
26917,Zn3As2(H2O3)4
26918,Eu7(ClF6)2
26919,LiYbBi
26920,CuP2(HO)4
26921,TaTe4Os
26922,CsDy2Cu3S5
26923,Pr3AlCoS7
26924,ErMnB4
26925,TaTe4Rh
26926,Gd3MgAlS7
26927,Sm2Fe17N3
26928,Dy2Fe12P7
26929,PNO4
26930,HgNO4
26931,La3LuBeS7
26932,NaGd3GeS7
26933,Cr2(CN2)3
26934,Lu5Si3
26935,Co(SeO4)2
26936,GdEr4Al15
26937,Ti3H2O7
26938,CeP2H2CO6
26939,Nd3MnGaS7
26940,Li8TeN2
26941,AsH6NO4
26942,Cs2U(PtSe2)3
26943,Nd3GaNiSe7
26944,ErB4Mo
26945,CsEuAsS3
26946,NdCrB4
26947,Ba2FeGe2O7
26948,Y2Fe17C3
26949,BaSi9Rh2
26950,Ba2CoGe2O7
26951,SmFe3(BO3)4
26952,Eu3SbO7
26953,YB4Ru
26954,NdSi2Ni9
26955,SrNdCuS3
26956,RbLaF4
26957,YMo2O7F
26958,Li8Pr7Ge10
26959,Hf2Co
26960,Rb6HgS4
26961,NpH3
26962,Nd2Fe17C3
26963,Nd2Hf2O7
26964,Re2Mo3C
26965,NaH4C2I(NO)2
26966,Sm2Co17N3
26967,LaSi10
26968,Er3(GaNi3)2
26969,Tm2Co7B3
26970,Mn2Sb2O7
26971,BaFe2(P2O7)2
26972,Sc2Pd
26973,BaAu2(SO4)4
26974,GaPH4NO5
26975,Ca4Ni20H
26976,NaBH4
26977,Ce2S4O17
26978,EuSi2Ni9
26979,FeBi2PO8
26980,K5MoC7N7O
26981,HfMn2
26982,LiLu(WO4)2
26983,Cs2AgCl3
26984,MgH12(BrO3)2
26985,SrGdCuSe3
26986,Gd3ReB7
26987,DyMnB4
26988,CoB4O7
26989,Bi7O5F11
26990,BaZn2Si2O7
26991,VZn2IO7
26992,Tb3Si2Ni
26993,Zn(NO4)2
26994,Rb6HgSe4
26995,Ga9Rh2
26996,Rb3V5O14
26997,TcCl3
26998,Ag2Te3Mo3O16
26999,Sm2Ni12P7
27000,PuB4Mo
27001,Mn2BrO3
27002,Pr3InFeS7
27003,P3N4Cl5
27004,NaFe(MoO4)2
27005,Co3Te2(PO7)2
27006,Gd8Rh5C12
27007,K2CuP2O7
27008,HgAsO4
27009,LiC2N3
27010,Mg(BH4)2
27011,La3MgAlS7
27012,MgH12(NO)6
27013,Ba2ZnGe2O7
27014,Sc2Mn12P7
27015,TbPS
27016,SnP2O9
27017,GdCrB4
27018,CaB2H3
27019,Rb2S2NO6
27020,Pr2Fe17N3
27021,TePd4
27022,Pr5Co19
27023,BaReH9
27024,Y3TaO7
27025,Dy3ReB7
27026,PrP2H2CO6
27027,In4Pd17Se4
27028,SiAg2S3
27029,Rb2Zn5Sb4
27030,Sc2Ir
27031,Sr2ZnS3
27032,TcC5IO5
27033,Nd2(ReB2)3
27034,HCN3O
27035,Cu2ClO3
27036,NdHO
27037,CsGd2Cu3Se5
27038,Na3TiF8
27039,PrPS
27040,Eu3(SiNi3)2
27041,Nd2Ni12As7
27042,Er3MnB7
27043,LaBr3O7
27044,Y3AlFeS7
27045,NbCo2
27046,Eu2SiN3
27047,Pr5Ni19
27048,Ca(BH4)2
27049,Gd3MnAlS7
27050,Ce3NiGe2
27051,LiNdSn
27052,Tm3B7W
27053,Tb8Rh5C12
27054,Er2Mn12P7
27055,Ca(BH4)2
27056,CsY(MoO4)2
27057,Bi3Te4(ClO2)5
27058,Zr3(MnGa3)2
27059,YPS
27060,PrCO4
27061,NaCdSbS3
27062,Ce2Si3Rh
27063,AgAs(SeF2)3
27064,LaIn2Ni9
27065,Tb4Ni13C4
27066,BaMn2O8
27067,BaReH9
27068,Tb3RuO7
27069,UFeB4
27070,PrCd2Cu9
27071,CdIO4
27072,Dy8Ga3Co
27073,Zr(BH4)4
27074,CrPb6(Cl3O4)2
27075,Th2Br5
27076,BaReH9
27077,Pr3BeCrS7
27078,Fe2NO8
27079,La3IrO7
27080,V3Zn2N
27081,UCoB4
27082,BaGa4Se7
27083,Pr2Fe17H3
27084,CeNiB4
27085,LaS2NO8
27086,AlCuCl4
27087,Y2Ni12P7
27088,Ti7P4
27089,NdP2H2CO6
27090,HfMo2
27091,Na2MnPHO3F4
27092,LiY(WO4)2
27093,Nd2Mn3Cu9P7
27094,Mg3MnNi2
27095,SrBPd4
27096,LiAlSi2O7
27097,Ba2NaCu3S5
27098,Gd2Fe17H3
27099,NaPb2C2O7
27100,Mg6VH16
27101,Ce4S3NCl3
27102,AlAs2
27103,K2Zn5As4
27104,KMgBO3
27105,ScFeB4
27106,SmRh3
27107,La3YbBeS7
27108,La3Mn2Sb3O14
27109,SrTi(PO4)2
27110,AsH3OF6
27111,Ho5(In2Pd)2
27112,HoB4Mo
27113,Gd3(GaNi3)2
27114,Gd3SbO7
27115,Cs2Sb
27116,SmIn2Ni9
27117,La3AlCoS7
27118,Ce3Co8Si
27119,LiCr(WO4)2
27120,CsMg(BrO2)3
27121,GdReB4
27122,Mg7NbH16
27123,HSeNO4
27124,LaGaBi2
27125,Sm3SbO7
27126,US2O9
27127,SrLi2SiO4
27128,CuBH4ClO4
27129,Rb2LaNb2O7
27130,Sm2Fe12P7
27131,SrCu2(BO3)2
27132,Rb2U(PtS2)3
27133,PrEuCuS3
27134,Lu2Co12P7
27135,TiP2PbO8
27136,Gd3GaNiSe7
27137,NdF3
27138,Nd5Co19
27139,LiPrSn
27140,GdVB4
27141,Dy3GaNiS7
27142,K2Sn2OF6
27143,RbMg(BrO2)3
27144,MgGaH4
27145,UCrB4
27146,S2NO9
27147,CsSO4
27148,K2Fe(PSe3)2
27149,Zr3AlAu2
27150,Tb2Co7B3
27151,TmH3
27152,La3BeBiS7
27153,Ho2Fe12P7
27154,BaBPd4
27155,Sr3ZnCoO6
27156,CsAlH4(OF2)2
27157,Cd2Sb2O7
27158,NaSi2BO7
27159,La3Fe2S7
27160,Sm4Ge7
27161,Eu2Hf2O7
27162,LaCO4
27163,Sr2(GaAu2)3
27164,NaNd2IrO6
27165,Li2In2GeSe6
27166,Ce4CdRu
27167,CoSbS
27168,CuNiSbS3
27169,K2TiHF7
27170,K6HgSe4
27171,TiVO4
27172,YW2O9
27173,La3InFeS7
27174,Cs4Fe2O5
27175,PuB4W
27176,GdRh3
27177,Dy4Ga16Co3
27178,SnSb4S7
27179,Ce2Mg17Ru4
27180,CeSn3Pd2
27181,CsGd2Ag3Se5
27182,Dy3GaFeSe7
27183,Pr4FeS7
27184,Sm3AlFeS7
27185,BaAl4Se7
27186,Dy3MnAlS7
27187,CsSm2Cu3Se5
27188,Sr2ZnSi2O7
27189,Na2Cu3Bi2As2O13
27190,Na3U2O10F7
27191,YbAlB4
27192,LuH3
27193,La2Al(Ni3H4)3
27194,YbH2ClO2
27195,LaPO4
27196,DyCrB4
27197,Ho3B7W
27198,Ca2CdAs2
27199,Sm4CrS7
27200,Cu3Bi2(PO7)2
27201,HgSbOF8
27202,Ga9Ir2
27203,CeIn2Pd3
27204,Sr2FeCu(PbO3)2
27205,BiIO4
27206,AgClO4
27207,Tm5(In2Pd)2
27208,Tm5(In2Ni)2
27209,UVB4
27210,Tb3NiGe2
27211,Ho3(SiNi3)2
27212,TbIn2Ni9
27213,Nb4V2Si5
27214,LaP3(HO2)6
27215,Bi3IrO2
27216,Eu2Ni12P7
27217,NbNi2
27218,V6Si5
27219,Eu2Ta2O7
27220,Na2UI4O15
27221,LiAlSi2HO7
27222,Tb11In9Ni4
27223,La3TiAlS7
27224,Zn5(NO8)2
27225,XeNO3F
27226,NaPr2IrO6
27227,Tb3OsO7
27228,RbGa2Au3
27229,Li6Cu(B2O5)2
27230,UAl5Cu6
27231,Sm5Co19
27232,Ba2MgSi2O7
27233,Y2Ni12As7
27234,Y3BeCrS7
27235,Sr2CoGe2O7
27236,Na2Al(P2O7)2
27237,MnSeO4
27238,NaNb6O16
27239,CoN6(ClO)2
27240,CuMoO4
27241,InTeBrO3
27242,Dy3GaNiSe7
27243,Ce2Co12P7
27244,TmCO4
27245,CeVO4
27246,Ti2Co
27247,CsS2(O3F)2
27248,Zn2MoSeO7
27249,Cs2U(PtS2)3
27250,K2Cr4CdO16
27251,TlHgAsS3
27252,Ca(BH4)2
27253,Te2H2O3F4
27254,Fe3(PO8)2
27255,Gd2Fe17C3
27256,TbB4Mo
27257,Pr2Mn3Cu9P7
27258,CsGaH4
27259,RbGaH4
27260,GdIn2Ni9
27261,ErB4Ru
27262,Ba3SmInS6
27263,GdCO4
27264,DyIn2Ni9
27265,WO3
27266,GdPS
27267,TbCo9Si2
27268,Pr3CoGe2
27269,NdNiB4
27270,EuIn2Ni9
27271,TmCrB4
27272,Eu2Si3Ag
27273,MgMn2As2(PbO9)2
27274,Hg4S(ICl2)2
27275,Na4W4O15
27276,Tb3SbO7
27277,EuGe7Ir3
27278,FeB4O7
27279,Sr3CoRuO6
27280,Dy2Mn3Cu9P7
27281,CaB2H3
27282,Ba(PO4)2
27283,BaCoAs2O7
27284,PrVO4
27285,TmAlB4
27286,SmSi2Ni9
27287,Li8Nd7Ge10
27288,HgBrO4
27289,MgAgSb
27290,LaP2H2CO6
27291,NaLa2IrO6
27292,HfFe2
27293,GdMnGe2O7
27294,Ce2Fe17C3
27295,Gd3CuSiS7
27296,HoCO4
27297,YRh3
27298,Y3(ClO3)2
27299,Hf2Os
27300,PrIn2Ni9
27301,Dy3GaCoSe7
27302,Rb4Sn(Te2O)2
27303,NdEuCuS3
27304,La3TiBeS7
27305,TiCo2
27306,Rb2U(PtSe2)3
27307,Sc2Co12P7
27308,K2PtC2Cl2O5
27309,La2Mn3Cu9P7
27310,Ce3AlCdS7
27311,ErFeB4
27312,Zr2Co
27313,Nd2Ni12P7
27314,La3AlCdS7
27315,BaNb6O17
27316,Pr3AlNiS7
27317,Co(IO4)2
27318,UH3CO6
27319,Hf3AlAu2
27320,PtN4(Cl2O)2
27321,Sm3AlNi8
27322,Ho3MnB7
27323,Sm2Mn3Cu9P7
27324,EuB4Ru
27325,Sm8Ga3Co
27326,KZn(BO2)3
27327,HfMn
27328,P2PbO8
27329,UTe(PbO4)2
27330,Cs2CuP2O7
27331,NpPH3CO5
27332,Cd5(NO8)2
27333,Th2Fe17H3
27334,Tb8Ga3Co
27335,NdP3(HO2)6
27336,CaSi
27337,Li2In2GeS6
27338,Tm2Fe17C3
27339,HgClO4
27340,LiEuAsS3
27341,Ce2Fe12Co5N3
27342,Nb7As4
27343,La3InNiS7
27344,Pr3AlFeS7
27345,Ba2Ge4Pd5
27346,CaAl2(OF)4
27347,La4NiS7
27348,LaPS
27349,Li8Sm7Ge10
27350,K2CuTeO7
27351,Sr2CuH2(SeO3)4
27352,La3BeVS7
27353,RbMg(BrO2)3
27354,FeH10S2(NO2)4
27355,VIn(SeO4)2
27356,UCu4(MoO8)2
27357,Eu4I6O
27358,K2FeP2O7
27359,Na3Sc(BO3)2
27360,Ca2Mn2Si4O17
27361,CaAsO4
27362,Pr3MnGaS7
27363,CuP2(HO)4
27364,CsGa2Au3
27365,Dy2Si3Rh
27366,Er3GaCoS7
27367,Ho5(In2Ni)2
27368,Sr4BiO7
27369,EuZn11
27370,Yb7Ni4Sn13
27371,Ca8In3
27372,Tb2Fe17C3
27373,HoCrB4
27374,NaH5CO4
27375,ZrS2O9
27376,Fe2AgS3
27377,PuTcB4
27378,CsRbC2
27379,PuP2H2CO6
27380,Tb3Ni7B2
27381,MnFe2(PO9)2
27382,NbRh3
27383,Tb2Fe12P7
27384,NpCO4
27385,Ti6Ge5
27386,SmPS
27387,Zn6Sb5
27388,Na2TiH4O5
27389,La3BeSbS7
27390,DyH3
27391,La3GaCoS7
27392,Tb2Mn12P7
27393,Nd3GaFeS7
27394,Sm3(SiNi3)2
27395,Nd3GaCoSe7
27396,Y8Rh5C12
27397,Zn(BH4)2
27398,Gd4MgRh
27399,Dy2Co12P7
27400,Ca2Ni12As7
27401,Cs3Te22
27402,La3FeNiS7
27403,Dy3AlCoS7
27404,ErPS
27405,Sm3SbO7
27406,Dy3GeO8
27407,Yb2Cu3Te4(ClO3)4
27408,Er3CuSnS7
27409,CsHCO3
27410,Tm8Rh5C12
27411,V2FeAgO7
27412,Zr7As4
27413,La4CrS7
27414,AsS2
27415,Dy3B7W
27416,La3BeGaS7
27417,MnSeO4
27418,PuB4Ru
27419,Ce2Ni12As7
27420,TePIr
27421,KHgI3O
27422,KMoO4
27423,PW6Cl17
27424,ScCoB4
27425,VO2F3
27426,CsCdBO3
27427,Eu2ZnGe3
27428,Y3AlCoS7
27429,YVB4
27430,Ba8CuSi16
27431,H2S
27432,Ho3AlNi8
27433,NiH12(N3O2)2
27434,CaSi7Ir3
27435,VCuBi2O7
27436,CuH2PbSO6
27437,Li3As
27438,KH3CN
27439,Rb2Cd5As4
27440,Mg(ClO4)2
27441,YCo9Si2
27442,Dy3(GaNi3)2
27443,Te8RuCl2
27444,Ta5Ni
27445,Tb4Ga16Co3
27446,NdPS
27447,Dy3BeCrS7
27448,TbMnB4
27449,Er2Fe17C3
27450,U2AsPNO19
27451,Na2BSO4F3
27452,BaNp(PO4)2
27453,K3NaMnCl6
27454,Sr2Ca3Cu4(BiO6)2
27455,TaSe3
27456,Eu2Co12P7
27457,Ce7ZrO16
27458,GdB4Os
27459,PuB4Os
27460,YCO4
27461,Sr2LiGe3
27462,LiCr(MoO4)2
27463,Gd3MnGaS7
27464,Mg(BeN)2
27465,K2H3CO4F
27466,NaZrSi2O7
27467,Er2Si3Rh
27468,Zr2Ir
27469,Lu3(SiNi3)2
27470,TaTe4Ru
27471,Nd4CrS7
27472,LuFeB4
27473,LiFe6Ge5
27474,Hf3(VGa3)2
27475,SmP2H2CO6
27476,TbPO4
27477,Pr3(GaNi3)2
27478,TlAgTeO3
27479,BaReH9
27480,Ho3(GaNi3)2
27481,Na3H2OsO6
27482,LiHo(WO4)2
27483,Ge7O16
27484,Er3B7W
27485,YF3
27486,LiAl
27487,Sm3GaCoS7
27488,Sr2MnSi2O7
27489,CaSiO4
27490,Tb3B7W
27491,Sm4NiS7
27492,NaCe3GeS7
27493,Y2Ir2O7
27494,Sm3GaFeS7
27495,Dy11In9Ni4
27496,BaTeO4
27497,HgWO4
27498,Yb2Fe12P7
27499,FeSiO4
27500,La4CoS7
27501,Dy2Ni12As7
27502,ScBr3O7
27503,Na5V2(PO5)3
27504,Pr3GaFeS7
27505,KPb2C2O6F
27506,Pr3(SiNi3)2
27507,Sm3GaCoSe7
27508,Lu3AlNi8
27509,UNi(OF2)3
27510,LuB4Ru
27511,BaSiC
27512,BAsH4NO4F
27513,La3AlNiS7
27514,NbCr2
27515,Al9Fe2
27516,Er3GaNiS7
27517,Nd5Cu5O13
27518,Sm2Ga2(Fe5C)3
27519,Tb5(In2Ni)2
27520,LiCa3OsO6
27521,Sm2Co17H3
27522,MgO
27523,NdCO4
27524,Ho2Ni12As7
27525,Sm3BeCrS7
27526,Ca(BeN)2
27527,Rb4Fe2S5
27528,Ag5TePO4
27529,BaSiO4
27530,PrMnB4
27531,Mg3TiNi2
27532,Cu2ClO3
27533,La2Si3Rh
27534,BaZnTe2O7
27535,Gd3BeCrS7
27536,Li2In2SiSe6
27537,Bi3(B3O7)2
27538,Nd2Tc2O7
27539,SmCO4
27540,CeSi2Ni9
27541,KBaAsSe3
27542,Tb3(AlNi3)2
27543,Zr3(CrGa3)2
27544,Li2Co12P7
27545,Tb2Mn3Cu9P7
27546,Nd3GaNiS7
27547,Na(Mo2O3)2
27548,Ho8Ga3Co
27549,CuH10Se2(NO5)2
27550,CsSO4
27551,Na2VNiF7
27552,Yb2Mn12P7
27553,Y2Co17H3
27554,Tb3AlNi8
27555,Tm3(AlNi3)2
27556,Cu2SnSe3
27557,Yb3(SiNi3)2
27558,Mg6TiH16
27559,NdCo9Si2
27560,Sm2Ni12As7
27561,In2As2Cl2O5
27562,Pr3AlNi8
27563,Tl4CuTeO6
27564,Sm11In9Ni4
27565,Tb2Si3Rh
27566,Ca2(ZnSn2)3
27567,Pr2Fe12P7
27568,Y4Ga16Co3
27569,C2SNOF
27570,Y4Ni13C4
27571,CsV2CrO7
27572,La3AlZnS7
27573,Sm3MnGaS7
27574,Ba2FeS3
27575,Pr2Ni12P7
27576,LiGdSn
27577,Eu2Mo2O7
27578,Sr2LiGe3
27579,SmCrB4
27580,LiTl
27581,MgTi7H16
27582,Sm3AlCoS7
27583,Cs2U(PdSe2)3
27584,KAgCO3
27585,Eu2Pt2O7
27586,Gd3NbO7
27587,CeBr3O7
27588,CeP2
27589,CdNO4
27590,DyVB4
27591,Sr(BeN)2
27592,Nd3Mn2Sb3O14
27593,TbB4W
27594,Li2In2SiS6
27595,Dy3(SiNi3)2
27596,Nd4FeS7
27597,Ni(NO4)2
27598,Dy3AlFeS7
27599,NaTl3Cu4(TeO6)2
27600,Ce2Mn3Cu9As7
27601,LiSb(MoO4)2
27602,Ag5PSeO4
27603,Gd3GeO8
27604,Pr2Mn3Cu9As7
27605,Li2MnV4O14
27606,EuGe7Rh3
27607,CeCrB4
27608,ErB4Os
27609,CeIr3
27610,Na3CaMg3AlF14
27611,PrCrB4
27612,RbVOF3
27613,K2S2NO6
27614,AlH6IO4
27615,Nb7(B4Ru3)2
27616,S4I2O15
27617,Tb2Fe17N3
27618,Tm4Ni13C4
27619,Cs3SnPSe7
27620,Nb3Al2N
27621,Y3(GaNi3)2
27622,CsB3H8
27623,Dy5(In2Pd)2
27624,KU(TeO4)2
27625,ErCo9Si2
27626,Nd2Ge9
27627,Zr2Pt
27628,CdIClO3
27629,Er3ReB7
27630,NaB3H8
27631,FeRe2(H2O3)4
27632,CdH10S2(NO2)4
27633,Ba2FeSe3
27634,CaGe(PO4)2
27635,Sn2Pb2O7
27636,Ti6H2O13
27637,RbTlF4
27638,Na2GeO9
27639,Ta7(B4Ru3)2
27640,BaNdCuS3
27641,NdMnB4
27642,DyFeB4
27643,YMnB4
27644,Dy3ReO7
27645,CsGd(MoO4)2
27646,CsP2(HO2)3
27647,CsH3AuN
27648,AlH6BrO4
27649,LiHoSn
27650,La6Zn4Pd13
27651,Rb2As2Se6O
27652,Lu2Fe12P7
27653,Tb3(GaNi3)2
27654,Sr3(CoO3)2
27655,GdBN2
27656,Mg(NO4)2
27657,Eu2CuS3
27658,La3BeAlS7
27659,Rb2Pt(CN)4
27660,Tm3AlNi8
27661,CoH2Cl2O
27662,NaSr3Be3B3O9F4
27663,LaP3O7
27664,La3BeInS7
27665,Nd3TaO7
27666,SmBN2
27667,Tm3AlNi8
27668,MgO
27669,ZrCl3
27670,Ba8CuSi16
27671,La2Mn3Cu9As7
27672,Nd5Ni19
27673,KTeO4
27674,Ag2S2O7
27675,LiAlH4
27676,CdIO
27677,Th2Mn12P7
27678,SmH3
27679,Tl2Pd(CN)4
27680,ErNiB4
27681,Ho3Ni7B2
27682,BaZnF4
27683,MgTl2(PO4)4
27684,CuC3N2O5
27685,BaC2
27686,Nd2Mn3(SbS3)4
27687,Sr3InNiO6
27688,HfZn2
27689,Cs2Cu2Sb2Se5
27690,Sb4IO6
27691,KVOF3
27692,Cd3(BO3)2
27693,ErB4W
27694,Mn3ZnO7
27695,CrCl3
27696,Dy3FeB7
27697,HgNO4
27698,Co2Sb2O7
27699,FeSiO4
27700,BaTh(PO4)2
27701,Ba8CuSi16
27702,K2H4Pd(N2O5)2
27703,Tm3(SiNi3)2
27704,LiEr(WO4)2
27705,Zr6FeCl15
27706,Y3Ni7B2
27707,Mg(BH4)2
27708,TbReB4
27709,TbB4Os
27710,Zn2TeMoO7
27711,Tl3V5O14
27712,Cd2Tc2O7
27713,LiBH4
27714,CuPb4(SO7)2
27715,Er2TlCu3S5
27716,Gd3(SiNi3)2
27717,NdBN2
27718,LiGaH4
27719,NbTe4Os
27720,Ba2MnGe2O7
27721,HoNiB4
27722,Rb2U(PdSe2)3
27723,Rb2Zn5As4
27724,LiDy(WO4)2
27725,Hf2Mn
27726,DyB4W
27727,Ba3(Ge4Rh)4
27728,Er3(SiNi3)2
27729,Cs4Tl2O
27730,NaH4ClO6
27731,KCd(CO2)3
27732,BaCr2(P2O7)2
27733,Nd2Mn3Cu9As7
